
a2ps.rb                         :_: "Any-to-PostScript filter"

ephemeralpg.rb                  :_: "Run tests on an isolated, temporary Postgres database"

epic5.rb                        :_: "Enhanced, programmable IRC client"

eprover.rb                      :_: "Theorem prover for full first-order logic with equality"

epsilon.rb                      :_: "Powerful wavelet image compressor"

epstool.rb                      :_: "Edit preview images and fix bounding boxes in EPS files"

epubcheck.rb                    :_: "Validate IDPF EPUB files, version 2.0 and later"

eralchemy.rb                    :_: "Simple entity relation (ER) diagrams generation"

eris.rb                         :_: "Blockchain application platform CLI"

erlang.rb                       :_: "Programming language for highly scalable real-time systems"

es.rb                           :_: "Extensible shell with first class functions, lexical scoping, and more"

esniper.rb                      :_: "Snipe eBay auctions from the command-line"

esound.rb                       :_: "Enlightened sound daemon"

espeak.rb                       :_: "Text to speech, software speech synthesizer"

etcd.rb                         :_: "Key value store for shared configuration and service discovery"

etl.rb                          :_: "Extensible Template Library"

ettercap.rb                     :_: "Multipurpose sniffer/interceptor/logger for switched LAN"

euca2ools.rb                    :_: "Eucalyptus client API tools-works with Amazon EC2 and IAM"

euler-py.rb                     :_: "Project Euler command-line tool written in Python"

eventlog.rb                     :_: "Replacement for syslog API providing structure to messages"

eventql.rb                      :_: "Database for large-scale event analytics"

evince.rb                       :_: "GNOME document viewer"

ex-vi.rb                        :_: "UTF8-friendly version of tradition vi"

exact-image.rb                  :_: "Image processing library"

exempi.rb                       :_: "Library to parse XMP metadata"

exenv.rb                        :_: "Elixir versions management tool"

exercism.rb                     :_: "command-line tool to interact with exercism.io"

exif.rb                         :_: "Read, write, modify, and display EXIF data on the command-line"

exiftags.rb                     :_: "Utility to read EXIF tags from a digital camera JPEG file"

exiftool.rb                     :_: "Perl lib for reading and writing EXIF metadata"

exim.rb                         :_: "Complete replacement for sendmail"

exiv2.rb                        :_: "EXIF and IPTC metadata manipulation library and tools"

exodriver.rb                    :_: "Thin interface to LabJack devices"

exomizer.rb                     :_: "6502 compressor with CBM PET 4032 support."

expat.rb                        :_: "XML 1.0 parser"

exploitdb.rb                    :_: "The official Exploit Database"

extract_url.rb                  :_: "Perl script to extracts URLs from emails or plain text."

eye-d3.rb                       :_: "Work with ID3 metadata in .mp3 files"

ezstream.rb                     :_: "Client for Icecast streaming servers"

f3.rb                           :_: "Test various flash cards"

faac.rb                         :_: "ISO AAC audio encoder"

faad2.rb                        :_: "ISO AAC audio decoder"

fabio.rb                        :_: "Zero-conf load balancing HTTP(S) router"

fabric.rb                       :_: "Library and command-line tool for SSH"

fades.rb                        :_: "Automatically handle virtualenvs for python scripts"

fail2ban.rb                     :_: "Scan log files and ban IPs showing malicious signs"

fakeroot.rb                     :_: "Provide a fake root environment"

falcon.rb                       :_: "Multi-paradigm programming language and scripting engine"

fantom.rb                       :_: "Object oriented, portable programming language"

fasd.rb                         :_: "CLI tool for quick access to files and directories"

fastbit.rb                      :_: "Open-source data processing library in NoSQL spirit"

fastd.rb                        :_: "Fast and Secure Tunnelling Daemon"

fastjar.rb                      :_: "Implementation of Sun's jar tool"

fatsort.rb                      :_: "Sorts FAT16 and FAT32 partitions"

fb-adb.rb                       :_: "Shell for Android devices that does much of what adb does and more"

fb-client.rb                    :_: "Shell-script client for https://paste.xinu.at"

fbida.rb                        :_: "View and edit photo images"

fcgi.rb                         :_: "Protocol for interfacing interactive programs with a web server"

fcgiwrap.rb                     :_: "CGI support for Nginx"

fcitx-remote-for-osx.rb         :_: "handle input method in command-line"

fcrackzip.rb                    :_: "Zip password cracker"

fdclone.rb                      :_: "Console-based file manager"

fdk-aac-encoder.rb              :_: "Command-line encoder frontend for libfdk-aac"

fdk-aac.rb                      :_: "Standalone library of the Fraunhofer FDK AAC code from Android"

fdroidserver.rb                 :_: "Create and manage Android app repositories for F-Droid"

fdupes.rb                       :_: "Identify or delete duplicate files"

feedgnuplot.rb                  :_: "Tool to plot realtime and stored data from the command-line."

fetch-crl.rb                    :_: "Retrieve certificate revocation lists (CRLs)"

fetchmail.rb                    :_: "fetch mail from a POP, IMAP, ETRN, or ODMR-capable server"

fex.rb                          :_: "Powerful field extraction tool"

ffe.rb                          :_: "Parse flat file structures and print them in different formats"

ffind.rb                        :_: "Friendlier find"

ffmbc.rb                        :_: "FFmpeg customized for broadcast and professional usage"

ffmpeg.rb                       :_: "Play, record, convert, and stream audio and video"

ffmpeg2theora.rb                :_: "Convert video files to Ogg Theora format"

ffmpegthumbnailer.rb            :_: "Create thumbnails for your video files"

ffms2.rb                        :_: "Libav/ffmpeg based source library and Avisynth plugin"

fftw.rb                         :_: "C routines to compute the Discrete Fourier Transform"

fibjs.rb                        :_: "JavaScript on Fiber"

ficy.rb                         :_: "Icecast/Shoutcast stream grabber suite"

figlet.rb                       :_: "Banner-like program prints strings as ASCII art"

file-roller.rb                  :_: "GNOME archive manager"

filebeat.rb                     :_: "File harvester, used to fetch log files and feed them into logstash"

finatra.rb                      :_: "Scala web framework inspired by Sinatra"

findbugs.rb                     :_: "Find bugs in Java programs through static analysis"

findutils.rb                    :_: "Collection of GNU find, xargs, and locate"

fio.rb                          :_: "I/O benchmark and stress test"

fish.rb                         :_: "User-friendly command-line shell for UNIX-like operating systems"

fits.rb                         :_: "File Information Tool Set"

fizsh.rb                        :_: "Fish-like front end for ZSH"

flac.rb                         :_: "Free lossless audio codec"

flac123.rb                      :_: "Command-line program for playing FLAC audio files"

flactag.rb                      :_: "Tag single album FLAC files with MusicBrainz CUE sheets"

flake.rb                        :_: "FLAC audio encoder"

flake8.rb                       :_: "Lint your Python code for style and logical errors"

flashrom.rb                     :_: "Identify, read, write, verify, and erase flash chips"

flasm.rb                        :_: "Flash command-line assembler and disassembler"

flatbuffers.rb                  :_: "Serialization library for C++, supporting Java, C#, and Go"

flatcc.rb                       :_: "FlatBuffers Compiler and Library in C for C"

flawfinder.rb                   :_: "Examines code and reports possible security weaknesses"

fleetctl.rb                     :_: "Distributed init system"

flex.rb                         :_: "Fast Lexical Analyzer, generates Scanners (tokenizers)"

flickcurl.rb                    :_: "Library for the Flickr API"

flow-tools.rb                   :_: "Collect, send, process, and generate NetFlow data reports"

flow.rb                         :_: "Static type checker for JavaScript"

flowgrind.rb                    :_: "TCP measurement tool, similar to iperf or netperf"

fltk.rb                         :_: "Cross-platform C++ GUI toolkit"

fluent-bit.rb                   :_: "Data Collector for IoT"

fluid-synth.rb                  :_: "Real-time software synthesizer based on the SoundFont 2 specs"

flume.rb                        :_: "Hadoop-based distributed log collection and aggregation"

flvmeta.rb                      :_: "Manipulate Adobe flash video files (FLV)"

flvstreamer.rb                  :_: "Stream audio and video from flash & RTMP Servers"

flyway.rb                       :_: "Database version control to control migrations"

fmdiff.rb                       :_: "Use FileMerge as a diff command for Subversion and Mercurial"

fmpp.rb                         :_: "Text file preprocessing tool using FreeMarker templates."

fmt.rb                          :_: "Open-source formatting library for C++"

fobis.rb                        :_: "KISS build tool for automaticaly building modern Fortran projects."

folly.rb                        :_: "Collection of reusable C++ library artifacts developed at Facebook"

foma.rb                         :_: "Finite-state compiler and C library"

fon-flash-cli.rb                :_: "Flash La Fonera and Atheros chipset compatible devices"

fondu.rb                        :_: "Tools to convert between different font formats"

fontconfig.rb                   :_: "XML-based font configuration API for X Windows"

fontforge.rb                    :_: "Command-line outline and bitmap font editor/converter"

fonttools.rb                    :_: "Library for manipulating fonts"

fop.rb                          :_: "XSL-FO print formatter for making PDF or PS documents"

ford.rb                         :_: "Automatic documentation generator for modern Fortran programs"

forego.rb                       :_: "Foreman in Go"

foremost.rb                     :_: "Console program to recover files based on their headers and footers"

format-udf.rb                   :_: "Bash script to format a block device to UDF"

fortune.rb                      :_: "Infamous electronic fortune-cookie generator"

fossil.rb                       :_: "Distributed software configuration management"

fourstore.rb                    :_: "Efficient, stable RDF database"

fpc.rb                          :_: "Free Pascal: multi-architecture Pascal compiler"

fping.rb                        :_: "Scriptable ping program for checking if multiple hosts are up"

fpp.rb                          :_: "CLI program that accepts piped input and presents files for selection"

fprobe.rb                       :_: "Libpcap-based NetFlow probe"

fq.rb                           :_: "Brokered message queue optimized for performance"

frag_find.rb                    :_: "Hash-based carver tool (formerly 'NPS Bloom Filter package')"

fragroute.rb                    :_: "Intercepts, modifies and rewrites egress traffic for a specified host"

freealut.rb                     :_: "Implementation of OpenAL's ALUT standard"

freediameter.rb                 :_: "Open source Diameter (Authentication) protocol implementation"

freeimage.rb                    :_: "Library for FreeImage, a dependency-free graphics library"

freeipmi.rb                     :_: "In-band and out-of-band IPMI (v1.5/2.0) software"

freeling.rb                     :_: "Suite of language analyzers"

freeradius-server.rb            :_: "High-performance and highly configurable RADIUS server"

freeswitch.rb                   :_: "Telephony platform to route various communication protocols"

freetds.rb                      :_: "Libraries to talk to Microsoft SQL Server and Sybase databases"

freetype.rb                     :_: "Software library to render fonts"

freexl.rb                       :_: "Library to extract data from Excel .xls files"

frege-repl.rb                   :_: "REPL (read-eval-print loop) for Frege"

frege.rb                        :_: "Non-strict, functional programming language in the spirit of Haskell"

frei0r.rb                       :_: "Minimalistic plugin API for video effects"

fribidi.rb                      :_: "Implementation of the Unicode BiDi algorithm"

fsevent_watch.rb                :_: "macOS FSEvents client"

fsevents-tools.rb               :_: "Command-line utilities for the FSEvents API"

fsh.rb                          :_: "Provides remote command execution"

fstar.rb                        :_: "Language with a type system for program verification"

fsw.rb                          :_: "File change monitor with multiple backends"

fswatch.rb                      :_: "Monitor a directory for changes and run a shell command"

ftgl.rb                         :_: "Freetype / OpenGL bridge"

ftimes.rb                       :_: "System baselining and evidence collection tool"

ftjam.rb                        :_: "Build tool that can be used as a replacement for Make"

funcoeszz.rb                    :_: "Dozens of command-line mini-applications (Portuguese)"

fuseki.rb                       :_: "SPARQL server"

fuzzy-find.rb                   :_: "Fuzzy filename finder matching across directories as well as files"

fwknop.rb                       :_: "Single Packet Authorization and Port Knocking"

fwup.rb                         :_: "Configurable embedded Linux firmware update creator and runner"

fzf.rb                          :_: "Command-line fuzzy finder written in Go"

g2.rb                           :_: "Friendly git client"

g3log.rb                        :_: 'asynchronous, "crash safe", logger that is easy to use.'

gabedit.rb                      :_: "GUI to computational chemistry packages like Gamess-US, Gaussian, etc."

gaffitter.rb                    :_: "Efficiently fit files/folders to fixed size volumes (like DVDs)"

galen.rb                        :_: "Automated testing of look and feel for responsive websites"

game-music-emu.rb               :_: "Videogame music file emulator collection"

gammaray.rb                     :_: "Examine and manipulate Qt application internals at runtime"

gammu.rb                        :_: "Command-line utility to control a phone"

ganglia.rb                      :_: "Scalable distributed monitoring system"

garmintools.rb                  :_: "Interface to the Garmin Forerunner GPS units"

gauche.rb                       :_: "R7RS Scheme implementation, developed to be a handy script interpreter"

gauge.rb                        :_: "Test automation tool that supports executable documentation"

gaul.rb                         :_: "Genetic Algorithm Utility Library"

gawk.rb                         :_: "GNU awk utility"

gbdfed.rb                       :_: "Bitmap Font Editor"

gcab.rb                         :_: "Windows installer (.MSI) tool"

gcal.rb                         :_: "Program for calculating and printing calendars"

gcc.rb                          :_: "GNU compiler collection"

gconf.rb                        :_: "System for storing user application preferences"

gcore.rb                        :_: "Produce a snapshot (core dump) of a running process"

gcovr.rb                        :_: "Reports from gcov test coverage program"

gcutil.rb                       :_: "Manage your Google Compute Engine resources"

gcviewer.rb                     :_: "Java garbage collection visualization tool"

gd.rb                           :_: "Graphics library to dynamically manipulate images"

gdal.rb                         :_: "GDAL: Geospatial Data Abstraction Library"

gdb.rb                          :_: "GNU debugger"

gdbm.rb                         :_: "GNU database manager"

gdk-pixbuf.rb                   :_: "Toolkit for image loading and pixel buffer manipulation"

gdl.rb                          :_: "GNOME Docking Library provides docking features for GTK+ 3"

gdm.rb                          :_: "Go Dependency Manager (gdm)"

gdmap.rb                        :_: "Tool to inspect the used space of folders"

gdnsd.rb                        :_: "Authoritative-only DNS server"

gdrive.rb                       :_: "Google Drive CLI Client"

gdub.rb                         :_: "Gradlew/gradle wrapper."

gearman.rb                      :_: "Application framework to farm out work to other machines or processes"

geckodriver.rb                  :_: "WebDriver <-> Marionette proxy"

gecode.rb                       :_: "Toolkit for developing constraint-based systems and applications"

gedit.rb                        :_: "The GNOME text editor"

gegl.rb                         :_: "Graph based image processing framework"

genders.rb                      :_: "Static cluster configuration database for cluster management"

generate-json-schema.rb         :_: "Generate a JSON Schema from Sample JSON"

genext2fs.rb                    :_: "Generates an ext2 filesystem as a normal (non-root) user"

gengetopt.rb                    :_: "Generate C code to parse command-line arguments via getopt_long"

genstats.rb                     :_: "Generate statistics about stdin or textfiles"

geocode-glib.rb                 :_: "GNOME library for gecoding and reverse geocoding"

geogit.rb                       :_: "Distributed version control for geospatial data"

geographiclib.rb                :_: "C++ geography library"

geoip.rb                        :_: "This library is for the GeoIP Legacy format (dat)"

geoipupdate.rb                  :_: "Automatic updates of GeoIP2 and GeoIP Legacy databases"

geos.rb                         :_: "Geometry Engine"

geoserver.rb                    :_: "Java server to share and edit geospatial data"

gerbv.rb                        :_: "Gerber (RS-274X) viewer"

gerrit-tools.rb                 :_: "Tools to ease Gerrit code review"

get-flash-videos.rb             :_: "Download or play videos from various Flash-based websites"

getdns.rb                       :_: "Modern asynchronous DNS API"

getmail.rb                      :_: "Extensible mail retrieval system with POP3, IMAP4, SSL support"

gettext.rb                      :_: "GNU internationalization (i18n) and localization (l10n) library"

getxbook.rb                     :_: "Tools to download ebooks from various sources"

gexiv2.rb                       :_: "GObject wrapper around the Exiv2 photo metadata library"

gf-complete.rb                  :_: "Comprehensive Library for Galois Field Arithmetic"

gflags.rb                       :_: "Library for processing command-line flags"

gforth.rb                       :_: "Implementation of the ANS Forth language"

gh.rb                           :_: "GitHub command-line client"

ghc.rb                          :_: "Glorious Glasgow Haskell Compilation System"

ghex.rb                         :_: "GNOME hex editor"

ghi.rb                          :_: "Work on GitHub issues on the command-line"

ghostscript.rb                  :_: "Interpreter for PostScript and PDF"

ghq.rb                          :_: "Remote repository management made easy"

gibbslda.rb                     :_: "Library wrapping imlib2's context API"

gibo.rb                         :_: "Access GitHub's .gitignore boilerplates"

gif2png.rb                      :_: "Convert GIFs to PNGs."

gifify.rb                       :_: "Turn movies into GIFs"

giflib.rb                       :_: "GIF library using patented LZW algorithm"

giflossy.rb                     :_: "Lossy LZW compression, reduces GIF file sizes by 30-50%"

gifsicle.rb                     :_: "GIF image/animation creator/editor"

gimme.rb                        :_: "Shell script to install any Go version"

ginac.rb                        :_: "Not a Computer algebra system"

gist.rb                         :_: "Command-line utility for uploading Gists"

gistit.rb                       :_: "Command-line utility for creating Gists"

git-annex.rb                    :_: "Manage files with git without checking in file contents"

git-archive-all.rb              :_: "Archive a project and its submodules"

git-cal.rb                      :_: "GitHub-like contributions calendar but on the command-line"

git-cola.rb                     :_: "Highly caffeinated git GUI"

git-credential-manager.rb       :_: "Stores Git credentials for Visual Studio Team Services"

git-crypt.rb                    :_: "Enable transparent encryption/decryption of files in a git repo"

git-extras.rb                   :_: "Small git utilities"

git-fixup.rb                    :_: "Alias for git commit --fixup <ref>"

git-flow-avh.rb                 :_: "AVH edition of git-flow"

git-flow.rb                     :_: "Extensions to follow Vincent Driessen's branching model"

git-fresh.rb                    :_: "Utility to keep git repos fresh"

git-ftp.rb                      :_: "Git-powered FTP client"

git-gerrit.rb                   :_: "Gerrit code review helper scripts"

git-hooks.rb                    :_: "Manage project, user, and global Git hooks"

git-imerge.rb                   :_: "Incremental merge for git"

git-integration.rb              :_: "Manage git integration branches"

git-lfs.rb                      :_: "Git extension for versioning large files"

git-multipush.rb                :_: "Push a branch to multiple remotes in one command"

git-now.rb                      :_: "Light, temporary commits for git"

git-number.rb                   :_: "Use numbers for dealing with files in git"

git-octopus.rb                  :_: "The continuous merge workflow"

git-open.rb                     :_: "Open GitHub webpages from a terminal"

git-plus.rb                     :_: "Git utilities: git multi, git relation, git old-branches, git recent"

git-remote-hg.rb                :_: "Transparent bidirectional bridge between Git and Mercurial"

git-review.rb                   :_: "Submit git branches to gerrit for review"

git-secret.rb                   :_: "Bash-tool to store the private data inside a git repo."

git-secrets.rb                  :_: "Prevents you from committing sensitive information to a git repo"

git-series.rb                   :_: "Track changes to a patch series over time"

git-sh.rb                       :_: "Customized Bash environment for git work"

git-ssh.rb                      :_: "Proxy for serving git repositories over SSH"

git-standup.rb                  :_: "Git extension to generate reports for standup meetings"

git-subrepo.rb                  :_: "Git Submodule Alternative"

git-svn-abandon.rb              :_: "History-preserving svn-to-git migration"

git-test.rb                     :_: "Run tests on each distinct tree in a revision list"

git-tf.rb                       :_: "Share changes between TFS and git"

git-town.rb                     :_: "High-level command-line interface for Git"

git-tracker.rb                  :_: "Integrate Pivotal Tracker into git use"

git-url-sub.rb                  :_: "Recursively substitute remote URLs for multiple repos"

git-utils.rb                    :_: "Various Git helper utilities"

git-vendor.rb                   :_: "command for managing git vendored dependencies"

git-when-merged.rb              :_: "Find where a commit was merged in git."

git.rb                          :_: "Distributed revision control system"

gitbucket.rb                    :_: "Git platform powered by Scala offering"

giter8.rb                       :_: "Generate files and directories from templates in a git repo"

gitg.rb                         :_: "GNOME GUI client to view git repositories"

github-markdown-toc.rb          :_: "Easy TOC creation for GitHub README.md (in go)"

github-release.rb               :_: "Create and edit releases on Github (and upload artifacts)"

gitlab-ci-multi-runner.rb       :_: "The official GitLab CI runner written in Go"

gitless.rb                      :_: "Simplified version control system on top of git"

gitslave.rb                     :_: "Create group of related repos with one as superproject"

gitup.rb                        :_: "Update multiple git repositories at once"

gitversion.rb                   :_: "Easy semantic versioning for projects using Git"

gjs.rb                          :_: "Javascript Bindings for GNOME"

gjstest.rb                      :_: "Fast javascript unit testing framework that runs on the V8 engine."

gkrellm.rb                      :_: "Extensible GTK system monitoring application"

gl2ps.rb                        :_: "OpenGL to PostScript printing library"

glade.rb                        :_: "RAD tool for the GTK+ and GNOME environment"

glassfish.rb                    :_: "Java EE application server"

glbinding.rb                    :_: "C++ binding for the OpenGL API"

glew.rb                         :_: "OpenGL Extension Wrangler Library"

glib-networking.rb              :_: "Network related modules for glib"

glib.rb                         :_: "Core application library for C"

glibmm.rb                       :_: "C++ interface to glib"

glide.rb                        :_: "Simplified Go project management, dependency management, and vendoring"

glm.rb                          :_: "C++ mathematics library for graphics software"

global.rb                       :_: "Source code tag system"

globe.rb                        :_: "Prints ASCII graphic of currently-lit side of the Earth"

globus-toolkit.rb               :_: "Toolkit used for building grids"

glog.rb                         :_: "Application-level logging library"

gloox.rb                        :_: "C++ Jabber/XMPP library that handles the low-level protocol"

glslang.rb                      :_: "OpenGL and OpenGL ES reference compiler for shading languages"

glui.rb                         :_: "C++ user interface library"

glyr.rb                         :_: "Music related metadata search engine with command-line interface and C API"

gmail-backup.rb                 :_: "Backup and restore the content of your Gmail account"

gmediaserver.rb                 :_: "UPnP Mediaserver"

gmime.rb                        :_: "MIME mail utilities"

gmp.rb                          :_: "GNU multiple precision arithmetic library"

gmtl.rb                         :_: "Lightweight math library"

gnatsd.rb                       :_: "Lightweight cloud messaging system"

gnome-builder.rb                :_: "IDE for GNOME"

gnome-common.rb                 :_: "Core files for GNOME"

gnome-doc-utils.rb              :_: "Documentation utilities for the GNOME project"

gnome-icon-theme.rb             :_: "Icons for the GNOME project"

gnome-themes-standard.rb        :_: "Default themes for the GNOME desktop environment"

gnu-apl.rb                      :_: "GNU implementation of the programming language APL"

gnu-barcode.rb                  :_: "Convert text strings to printed bars"

gnu-cobol.rb                    :_: "Implements much of the COBOL 85 and COBOL 2002 standards"

gnu-complexity.rb               :_: "Measures complexity of C source"

gnu-getopt.rb                   :_: "Command-line option parsing library"

gnu-indent.rb                   :_: "C code prettifier"

gnu-prolog.rb                   :_: "Prolog compiler with constraint solving"

gnu-sed.rb                      :_: "GNU implementation of the famous stream editor"

gnu-smalltalk.rb                :_: "GNU Smalltalk interpreter and image"

gnu-tar.rb                      :_: "GNU version of the tar archiving utility"

gnu-time.rb                     :_: "GNU implementation of time utility"

gnu-typist.rb                   :_: "GNU typing tutor"

gnu-units.rb                    :_: "GNU unit conversion tool"

gnu-which.rb                    :_: "GNU implementation of which utility"

gnumeric.rb                     :_: "GNOME Spreadsheet Application"

gnupg-pkcs11-scd.rb             :_: "Enable the use of PKCS#11 tokens with GnuPG"

gnupg.rb                        :_: "GNU Pretty Good Privacy (PGP) package"

gnupg2.rb                       :_: "GNU Privacy Guard: a free PGP replacement"

gnuplot.rb                      :_: "Command-driven, interactive function plotting"

gnuradio.rb                     :_: "SDK providing the signal processing runtime and processing blocks"

gnustep-make.rb                 :_: "Basic GNUstep Makefiles"

gnutls.rb                       :_: "GNU Transport Layer Security (TLS) Library"

go.rb                           :_: "The Go programming language"

goaccess.rb                     :_: "Log analyzer and interactive viewer for the Apache Webserver"

gobject-introspection.rb        :_: "Generate introspection data for GObject libraries"

gocr.rb                         :_: "Optical Character Recognition (OCR), converts images back to text"

godep.rb                        :_: "Dependency tool for go"

gofabric8.rb                    :_: "CLI for fabric8 running on Kubernetes or OpenShift"

goffice.rb                      :_: "Gnumeric spreadsheet program"

gollum.rb                       :_: "n:m message multiplexer written in Go"

golo.rb                         :_: "Lightweight dynamic language for the JVM"

gom.rb                          :_: "GObject wrapper around SQLite"

goocanvas.rb                    :_: "Canvas widget for GTK+ using the Cairo 2D library for drawing"

google-benchmark.rb             :_: "C++ microbenchmark support library"

google-sparsehash.rb            :_: "Extremely memory-efficient hash_map implementation"

google-sql-tool.rb              :_: "Command-line tool for executing common SQL statements"

googler.rb                      :_: "Google Search and News from the command-line"

goolabs.rb                      :_: "Command-line tool for morphologically analyzing Japanese language"

gor.rb                          :_: "Real-time HTTP traffic replay tool written in Go"

gost.rb                         :_: "Simple command-line utility for easily creating Gists for Github."

gosu.rb                         :_: "Pragmatic language for the JVM"

gotags.rb                       :_: "ctags-compatible tag generator for Go"

gource.rb                       :_: "Version Control Visualization Tool"

govendor.rb                     :_: "Go vendor tool that works with the standard vendor file."

gowsdl.rb                       :_: "WSDL2Go code generation as well as its SOAP proxy"

gpa.rb                          :_: "Graphical user interface for the GnuPG"

gpac.rb                         :_: "Multimedia framework for research and academic purposes"

gperftools.rb                   :_: "Multi-threaded malloc() and performance analysis tools"

gpg-agent.rb                    :_: "GPG key agent"

gpgme.rb                        :_: "Library access to GnuPG"

gphoto2.rb                      :_: "Command-line interface to libgphoto2"

gplcver.rb                      :_: "Pragmatic C Software GPL Cver 2001"

gpm.rb                          :_: "Barebones dependency manager for Go"

gpp.rb                          :_: "General-purpose preprocessor with customizable syntax"

gprof2dot.rb                    :_: "Convert the output from many profilers into a Graphviz dot graph."

gpsbabel.rb                     :_: "Converts/uploads GPS waypoints, tracks, and routes"

gpsd.rb                         :_: "Global Positioning System (GPS) daemon"

gpsim.rb                        :_: "Simulator for Microchip's PIC microcontrollers"

gptsync.rb                      :_: "GPT and MBR partition tables synchronization tool"

gputils.rb                      :_: "GNU PIC Utilities"

gpx.rb                          :_: "Gcode to x3g converter for 3D printers running Sailfish"

gqlplus.rb                      :_: "Drop-in replacement for sqlplus, an Oracle SQL client"

gqview.rb                       :_: "Image browser"

gradle.rb                       :_: "Build system based on the Groovy language"

grafana.rb                      :_: "Gorgeous metric visualizations and dashboards for timeseries databases."

grails.rb                       :_: "Web application framework for the Groovy language"

grap.rb                         :_: "Language for typesetting graphs"

graphene.rb                     :_: "Thin layer of graphic data types"

graphicsmagick.rb               :_: "Image processing tools collection"

graphite2.rb                    :_: "Smart font renderer for non-Roman scripts"

graphviz.rb                     :_: "Graph visualization software from AT&T and Bell Labs"

grc.rb                          :_: "Colorize logfiles and command output"

grepcidr.rb                     :_: "Filter IP addresses matching IPv4 CIDR/network specification"

grib-api.rb                     :_: "Encode and decode grib messages (editions 1 and 2)"

griffon.rb                      :_: "Application framework for desktop applications in the JVM"

gringo.rb                       :_: "Grounder to translate user-provided logic programs"

grip.rb                         :_: "GitHub Markdown previewer"

grok.rb                         :_: "Powerful pattern-matching/reacting too"

gron.rb                         :_: "Make JSON greppable"

groonga.rb                      :_: "Fulltext search engine and column store"

groovy.rb                       :_: "Groovy: a Java-based scripting language"

groovysdk.rb                    :_: "SDK for Groovy: a Java-based scripting language"

groovyserv.rb                   :_: "Speed up Groovy startup time"

growly.rb                       :_: "Redirect command output to a growl notification"

grsync.rb                       :_: "GUI for rsync"

grt.rb                          :_: "The Gesture Recognition Toolkit for real-time machine learning"

gsar.rb                         :_: "General Search And Replace on files"

gsasl.rb                        :_: "SASL library command-line interface"

gsettings-desktop-schemas.rb    :_: "GSettings schemas for desktop components"

gsl.rb                          :_: "Numerical library for C and C++"

gsoap.rb                        :_: "SOAP stub and skeleton compiler for C and C++"

gspell.rb                       :_: "Flexible API to implement spellchecking in GTK+ applications"

gssdp.rb                        :_: "GUPnP library for resource discovery and announcement over SSDP"

gssh.rb                         :_: "SSH automation tool based on Groovy DSL"

gst-editing-services.rb         :_: "GStreamer Editing Services"

gst-libav.rb                    :_: "GStreamer plugins for Libav (a fork of FFmpeg)"

gst-plugins-bad.rb              :_: "GStreamer plugins less supported, not fully tested"

gst-plugins-base.rb             :_: "GStreamer plugins (well-supported, basic set)"

gst-plugins-good.rb             :_: "GStreamer plugins (well-supported, under the LGPL)"

gst-plugins-ugly.rb             :_: "GStreamer plugins (well-supported, possibly problematic for distributors)"

gst-python.rb                   :_: "Python overrides for gobject-introspection-based pygst bindings"

gst-validate.rb                 :_: "Tools to validate GstElements from GStreamer"

gstreamer.rb                    :_: "Development framework for multimedia applications"

gstreamermm.rb                  :_: "GStreamer C++ bindings"

gti.rb                          :_: "ASCII-art displaying typo-corrector for commands"

gtk+.rb                         :_: "GUI toolkit"

gtk+3.rb                        :_: "Toolkit for creating graphical user interfaces"

gtk-doc.rb                      :_: "GTK+ documentation tool"

gtk-engines.rb                  :_: "Themes for GTK+"

gtk-gnutella.rb                 :_: "Share files in a peer-to-peer (P2P) network"

gtk-mac-integration.rb          :_: "API to integrate GTK macOS applications with the Mac desktop"

gtk-murrine-engine.rb           :_: "Murrine GTK+ engine"

gtk-vnc.rb                      :_: "VNC viewer widget for GTK."

gtkdatabox.rb                   :_: "Widget for live display of large amounts of changing data"

gtkextra.rb                     :_: "Widgets for creating GUIs for GTK+"

gtkglext.rb                     :_: "OpenGL extension to GTK+"

gtkmm.rb                        :_: "C++ interfaces for GTK+ and GNOME"

gtkmm3.rb                       :_: "C++ interfaces for GTK+ and GNOME"

gtksourceview.rb                :_: "Text view with syntax, undo/redo, and text marks"

gtksourceview3.rb               :_: "Text view with syntax, undo/redo, and text marks"

gtksourceviewmm.rb              :_: "C++ bindings for gtksourceview"

gtksourceviewmm3.rb             :_: "C++ bindings for gtksourceview3"

gtkspell3.rb                    :_: "Gtk widget for highlighting and replacing misspelled words"

gtmess.rb                       :_: "Console MSN messenger client"

gts.rb                          :_: "GNU triangulated surface library"

